NOC,Games,Year,Season,City,Sport,Event,Medal,NOC_Year_Event_Medal,region
AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Bronze,AUS1956Swimming Men's 100 metres FreestyleBronze,Australia
AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,AUS1956Swimming Men's 4 x 200 metres Freestyle RelayGold,Australia
AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver,AUS2012Rowing Men's Coxless FoursSilver,Australia
USA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,"USA1960Equestrianism Mixed Jumping, TeamSilver",USA
USA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,"USA1972Equestrianism Mixed Jumping, TeamSilver",USA
FRA,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Middleweight,Bronze,FRA1956Boxing Men's MiddleweightBronze,France
FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Gold,FRA2014Freestyle Skiing Men's Ski CrossGold,France
FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Silver,FRA1900Sailing Mixed 0-0.5 TonSilver,France
FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze,FRA2008Rowing Men's Coxless FoursBronze,France
FRA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,Silver,FRA2012Rowing Men's Coxless PairsSilver,France
FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Bronze,FRA1984Athletics Women's 100 metres HurdlesBronze,France
CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,"CAN2002Short Track Speed Skating Women's 3,000 metres RelayBronze",Canada
NED,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,Bronze,NED1948Weightlifting Men's HeavyweightBronze,Netherlands
AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,Bronze,AUS1924Swimming Men's 400 metres FreestyleBronze,Australia
AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,"AUS1924Swimming Men's 1,500 metres FreestyleGold",Australia
AUS,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 400 metres Freestyle,Silver,AUS1928Swimming Men's 400 metres FreestyleSilver,Australia
AUS,1928 Summer,1928,Summer,Amsterdam,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,"AUS1928Swimming Men's 1,500 metres FreestyleSilver",Australia
FRA,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,FRA1906Gymnastics Men's Individual All-AroundBronze,France
FRA,1906 Summer,1906,Summer,Athina,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",Bronze,"FRA1906Gymnastics Men's Individual All-Around, 5 EventsBronze",France
GBR,1906 Summer,1906,Summer,Athina,Football,Football Men's Football,Silver,GBR1906Football Men's FootballSilver,UK
FRA,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Individual",Gold,"FRA1936Cycling Men's Road Race, IndividualGold",France
FRA,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Road Race, Team",Gold,"FRA1936Cycling Men's Road Race, TeamGold",France
FRA,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,"FRA1936Cycling Men's Team Pursuit, 4,000 metresGold",France
CAN,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,"CAN1936Canoeing Men's Canadian Doubles, 1,000 metresBronze",Canada
CAN,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Silver,"CAN1936Canoeing Men's Canadian Doubles, 10,000 metresSilver",Canada
TCH,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze,TCH1984Alpine Skiing Women's DownhillBronze,Czech Republic
ZIM,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Gold,ZIM1980Hockey Women's HockeyGold,Zimbabwe
RUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver,RUS2004Rhythmic Gymnastics Women's IndividualSilver,Russia
USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver,USA2000Football Women's FootballSilver,USA
FRA,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 2,500 metres Steeplechase",Bronze,"FRA1900Athletics Men's 2,500 metres SteeplechaseBronze",France
FRA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's BMX,Gold,FRA2008Cycling Women's BMXGold,France
FRA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Fours,Bronze,FRA1936Rowing Men's Coxed FoursBronze,France
URS,1980 Summer,1980,Summer,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,"URS1980Swimming Men's 1,500 metres FreestyleSilver",Russia
MAS,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Doubles,Silver,MAS1996Badminton Men's DoublesSilver,Malaysia
UKR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze,"UKR2008Canoeing Men's Canadian Singles, 500 metresBronze",Ukraine
UKR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold,"UKR2012Canoeing Men's Canadian Singles, 200 metresGold",Ukraine
UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold,"UKR2016Canoeing Men's Canadian Singles, 200 metresGold",Ukraine
URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,"URS1976Wrestling Men's Middleweight, Greco-RomanSilver",Russia
ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,"ITA1964Equestrianism Mixed Three-Day Event, IndividualGold",Italy
ITA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Rings,Gold,ITA1996Gymnastics Men's RingsGold,Italy
ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,Bronze,ITA2004Gymnastics Men's RingsBronze,Italy
USA,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,000 metres",Bronze,"USA2002Speed Skating Men's 1,000 metresBronze",USA
USA,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's 500 metres,Gold,USA2006Speed Skating Men's 500 metresGold,USA
USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,000 metres",Silver,"USA2006Speed Skating Men's 1,000 metresSilver",USA
USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Silver,USA1984Athletics Women's 400 metresSilver,USA
FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,FRA1948Athletics Men's 4 x 400 metres RelaySilver,France
USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver,"USA2016Athletics Men's 5,000 metresSilver",USA
KEN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",Silver,"KEN1992Athletics Men's 10,000 metresSilver",Kenya
RUS,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,RUS1996Weightlifting Men's Super-HeavyweightGold,Russia
RUS,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,RUS2000Weightlifting Men's Super-HeavyweightBronze,Russia
CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Gold,CHN2016Diving Men's PlatformGold,China
CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Gold,CHN2016Diving Men's Synchronized PlatformGold,China
CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,"CHN2014Short Track Speed Skating Men's 5,000 metres RelayBronze",China
CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Gold,CHN2012Athletics Men's 20 kilometres WalkGold,China
CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Singles,Bronze,CHN2008Badminton Men's SinglesBronze,China
CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Singles,Gold,CHN1988Table Tennis Women's SinglesGold,China
CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Doubles,Silver,CHN1988Table Tennis Women's DoublesSilver,China
TPE,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Singles,Silver,TPE1996Table Tennis Women's SinglesSilver,Taiwan
TPE,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,Bronze,TPE2000Table Tennis Women's SinglesBronze,Taiwan
CHN,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Gold,CHN2004Volleyball Women's VolleyballGold,China
TPE,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Team,Bronze,TPE2004Archery Women's TeamBronze,Taiwan
CHN,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Silver,CHN2008Archery Women's TeamSilver,China
CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Singles,Bronze,CHN2012Badminton Men's SinglesBronze,China
CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,Gold,CHN2016Badminton Men's SinglesGold,China
CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,Gold,CHN1988Table Tennis Men's DoublesGold,China
CHN,1994 Winter,1994,Winter,Lillehammer,Figure Skating,Figure Skating Women's Singles,Bronze,CHN1994Figure Skating Women's SinglesBronze,China
CHN,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Women's Singles,Bronze,CHN1998Figure Skating Women's SinglesBronze,China
CHN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,Silver,CHN2016Sailing Women's WindsurferSilver,China
CHN,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,Gold,CHN2004Table Tennis Men's DoublesGold,China
CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver,CHN2008Hockey Women's HockeySilver,China
CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Platform,Gold,CHN2008Diving Women's PlatformGold,China
CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Gold,CHN2008Diving Women's Synchronized PlatformGold,China
CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Platform,Gold,CHN2012Diving Women's PlatformGold,China
CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Gold,CHN2012Diving Women's Synchronized PlatformGold,China
CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold,CHN2016Diving Women's Synchronized PlatformGold,China
TPE,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Flyweight,Gold,TPE2004Taekwondo Women's FlyweightGold,Taiwan
TPE,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Team,Silver,TPE2004Archery Men's TeamSilver,Taiwan
TPE,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Flyweight,Bronze,TPE2008Weightlifting Women's FlyweightBronze,Taiwan
CHN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Featherweight,Gold,CHN1984Weightlifting Men's FeatherweightGold,China
CHN,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Middleweight,Gold,CHN2000Weightlifting Women's MiddleweightGold,China
CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Flyweight,Gold,CHN2008Weightlifting Women's FlyweightGold,China
CHN,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Lightweight,Gold,CHN2004Weightlifting Women's LightweightGold,China
CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Lightweight,Gold,CHN2008Weightlifting Women's LightweightGold,China
CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,CHN2008Gymnastics Men's Team All-AroundGold,China
CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,Gold,CHN2008Gymnastics Men's RingsGold,China
CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,CHN2012Gymnastics Men's Team All-AroundGold,China
CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,Silver,CHN2012Gymnastics Men's RingsSilver,China
CHN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,"CHN2008Shooting Women's Sporting Pistol, 25 metresGold",China
CHN,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,"CHN2012Shooting Women's Sporting Pistol, 25 metresSilver",China
CHN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze,CHN1984Gymnastics Women's Team All-AroundBronze,China
CHN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 10 kilometres Walk,Gold,CHN1992Athletics Women's 10 kilometres WalkGold,China
CHN,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Silver,CHN1996Football Women's FootballSilver,China
CHN,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Women's Handball,Bronze,CHN1984Handball Women's HandballBronze,China
CHN,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Heavyweight,Gold,CHN2000Taekwondo Women's HeavyweightGold,China
CHN,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Heavyweight,Gold,CHN2004Taekwondo Women's HeavyweightGold,China
CHN,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Doubles,Silver,CHN1992Table Tennis Women's DoublesSilver,China
FRA,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver,FRA2006Alpine Skiing Men's Giant SlalomSilver,France
ITA,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze,ITA1952Alpine Skiing Women's DownhillBronze,Italy
ITA,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze,ITA1960Alpine Skiing Women's Giant SlalomBronze,Italy
URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's High Jump,Bronze,URS1964Athletics Women's High JumpBronze,Russia
AUS,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,Silver,AUS1988Boxing Men's Light-WelterweightSilver,Australia
CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold,CHN2008Gymnastics Women's Team All-AroundGold,China
CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Bronze,CHN2008Gymnastics Women's Horse VaultBronze,China
CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,Bronze,CHN2008Gymnastics Women's Balance BeamBronze,China
CHN,2012 Summer,2012,Summer,London,Archery,Archery Women's Team,Silver,CHN2012Archery Women's TeamSilver,China
CHN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Bronze,CHN2016Judo Men's MiddleweightBronze,China
THA,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,Bronze,THA1992Boxing Men's WelterweightBronze,Thailand
MAS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Silver,MAS2016Diving Women's Synchronized PlatformSilver,Malaysia
RUS,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Gold,RUS1998Cross Country Skiing Women's 30 kilometresGold,Russia
RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's Sprint,Gold,RUS2002Cross Country Skiing Women's SprintGold,Russia
RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver,RUS2002Cross Country Skiing Women's 10 kilometresSilver,Russia
RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Bronze,RUS2002Cross Country Skiing Women's 15 kilometresBronze,Russia
RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver,RUS2006Cross Country Skiing Women's 30 kilometresSilver,Russia
KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,Bronze,KEN2000Athletics Women's MarathonBronze,Kenya
RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,RUS2000Gymnastics Women's Team All-AroundSilver,Russia
URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze,URS1988Biathlon Men's 10 kilometres SprintBronze,Russia
URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,URS1988Biathlon Men's 4 x 7.5 kilometres RelayGold,Russia
EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,EUN1992Biathlon Men's 4 x 7.5 kilometres RelaySilver,Russia
RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,RUS1994Biathlon Men's 10 kilometres SprintGold,Russia
RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,RUS1994Biathlon Men's 4 x 7.5 kilometres RelaySilver,Russia
RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,RUS2006Biathlon Men's 4 x 7.5 kilometres RelaySilver,Russia
URS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,Bronze,URS1980Rowing Women's Coxed FoursBronze,Russia
URS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver,URS1980Rowing Women's Coxed Quadruple ScullsSilver,Russia
RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,RUS2010Biathlon Men's 4 x 7.5 kilometres RelayBronze,Russia
BLR,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,BLR2012Rhythmic Gymnastics Women's IndividualBronze,Belarus
EUN,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,Bronze,EUN1992Tennis Men's SinglesBronze,Russia
URS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,"URS1956Shooting Men's Rapid-Fire Pistol, 25 metresSilver",Russia
URS,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Pairs,Silver,URS1980Figure Skating Mixed PairsSilver,Russia
URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,"URS1988Shooting Women's Small-Bore Rifle, Three Positions, 50 metresBronze",Russia
RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,RUS2008Athletics Women's 4 x 100 metres RelayGold,Russia
UKR,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,"UKR2000Cycling Men's Team Pursuit, 4,000 metresSilver",Ukraine
URS,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",Bronze,"URS1960Fencing Men's epee, TeamBronze",Russia
RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze,RUS2014Cross Country Skiing Men's 50 kilometresBronze,Russia
URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,URS1980Athletics Women's 4 x 400 metres RelayGold,Russia
RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Heptathlon,Bronze,RUS2008Athletics Women's HeptathlonBronze,Russia
RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Heptathlon,Bronze,RUS2012Athletics Women's HeptathlonBronze,Russia
URS,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Silver,URS1976Volleyball Men's VolleyballSilver,Russia
URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Gold,URS1980Volleyball Men's VolleyballGold,Russia
KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",Silver,"KEN2012Athletics Women's 5,000 metresSilver",Kenya
KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",Bronze,"KEN2012Athletics Women's 10,000 metresBronze",Kenya
KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Gold,"KEN2016Athletics Women's 5,000 metresGold",Kenya
KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Silver,"KEN2016Athletics Women's 10,000 metresSilver",Kenya
BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,"BUL1980Wrestling Men's Heavyweight, FreestyleSilver",Bulgaria
UZB,1994 Winter,1994,Winter,Lillehammer,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold,UZB1994Freestyle Skiing Women's AerialsGold,Uzbekistan
URS,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Bantamweight,Bronze,URS1972Weightlifting Men's BantamweightBronze,Russia
URS,1972 Winter,1972,Winter,Sapporo,Figure Skating,Figure Skating Men's Singles,Silver,URS1972Figure Skating Men's SinglesSilver,Russia
FRA,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,"FRA1948Equestrianism Men's Three-Day Event, IndividualGold",France
