NOC,Games,Year,Season,City,Sport,Event,Medal,NOC_Year_Event_Medal,region
NOR,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 5,000 metres",Silver,"NOR1960Speed Skating Men's 5,000 metresSilver",Norway
NOR,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,"NOR1960Speed Skating Men's 10,000 metresGold",Norway
NOR,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 5,000 metres",Gold,"NOR1964Speed Skating Men's 5,000 metresGold",Norway
NOR,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze,"NOR1964Speed Skating Men's 10,000 metresBronze",Norway
NOR,1952 Winter,1952,Winter,Oslo,Speed Skating,Speed Skating Men's 500 metres,Bronze,NOR1952Speed Skating Men's 500 metresBronze,Norway
NOR,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver,"NOR1928Equestrianism Men's Three-Day Event, TeamSilver",Norway
DEN,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Lightweight,Silver,DEN1920Boxing Men's LightweightSilver,Denmark
NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold,"NOR1920Shooting Men's Running Target, Double Shot, TeamGold",Norway
SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",Gold,"SWE1912Wrestling Men's Middleweight A, Greco-RomanGold",Sweden
SWE,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,"SWE1920Wrestling Men's Light-Heavyweight, Greco-RomanGold",Sweden
SWE,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",Gold,"SWE1976Cycling Men's Road Race, IndividualGold",Sweden
SWE,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Road Race, Individual",Silver,"SWE2008Cycling Women's Road Race, IndividualSilver",Sweden
SWE,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Silver,"SWE2016Cycling Women's Road Race, IndividualSilver",Sweden
SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,Gold,SWE1912Diving Women's Plain HighGold,Sweden
SWE,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,Gold,SWE1908Diving Men's PlatformGold,Sweden
SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Silver,SWE1912Diving Men's Plain HighSilver,Sweden
SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres",Gold,"SWE1920Shooting Men's Military Rifle, Prone, 600 metresGold",Sweden
SWE,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Heavyweight,Silver,SWE1952Boxing Men's HeavyweightSilver,Sweden
SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 10 kilometres Walk,Silver,SWE1948Athletics Men's 10 kilometres WalkSilver,Sweden
SWE,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,"SWE1932Wrestling Men's Welterweight, Greco-RomanGold",Sweden
SWE,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,"SWE1932Wrestling Men's Middleweight, FreestyleGold",Sweden
SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,"SWE1936Wrestling Men's Middleweight, Greco-RomanGold",Sweden
SWE,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,"SWE1984Wrestling Men's Featherweight, Greco-RomanSilver",Sweden
FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Javelin Throw,Bronze,FIN1920Athletics Men's Javelin ThrowBronze,Finland
SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,Bronze,SWE1980Swimming Men's 100 metres FreestyleBronze,Sweden
SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,Bronze,SWE1984Swimming Men's 100 metres FreestyleBronze,Sweden
SWE,1908 Summer,1908,Summer,London,Figure Skating,Figure Skating Men's Singles,Silver,SWE1908Figure Skating Men's SinglesSilver,Sweden
SWE,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Bronze,"SWE1980Shooting Mixed Small-Bore Rifle, Three Positions, 50 metresBronze",Sweden
SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,"SWE1948Wrestling Men's Flyweight, FreestyleBronze",Sweden
SWE,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze,"SWE1988Wrestling Men's Super-Heavyweight, Greco-RomanBronze",Sweden
SWE,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,"SWE1992Wrestling Men's Super-Heavyweight, Greco-RomanSilver",Sweden
NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze,NOR2014Cross Country Skiing Women's 10 kilometresBronze,Norway
NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver,NOR2014Cross Country Skiing Women's 30 kilometresSilver,Norway
FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, One Ball",Silver,"FRA1900Croquet Mixed Singles, One BallSilver",France
GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Silver,GDR1988Athletics Women's HeptathlonSilver,Germany
NOR,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver,"NOR1988Ski Jumping Men's Large Hill, IndividualSilver",Norway
USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA1996Athletics Men's 110 metres HurdlesGold,USA
CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze,CAN1984Athletics Men's 100 metresBronze,Canada
USA,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,USA1984Alpine Skiing Men's DownhillGold,USA
USA,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,Bronze,USA2000Archery Men's TeamBronze,USA
USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Long Jump,Silver,USA1920Athletics Men's Long JumpSilver,USA
USA,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,"USA1920Wrestling Men's Middleweight, FreestyleBronze",USA
CAN,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,Bronze,CAN1992Boxing Men's MiddleweightBronze,Canada
USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's High Jump,Gold,USA1936Athletics Men's High JumpGold,USA
USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,Bronze,USA1992Athletics Men's DecathlonBronze,USA
USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA1968Swimming Men's 4 x 100 metres Freestyle RelayGold,USA
USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA1968Swimming Men's 4 x 200 metres Freestyle RelayGold,USA
GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 800 metres,Silver,GBR1956Athletics Men's 800 metresSilver,UK
USA,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's Cross-Country, Individual",Bronze,"USA1924Athletics Men's Cross-Country, IndividualBronze",USA
GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Lightweight,Bronze,GBR1908Boxing Men's LightweightBronze,UK
GBR,1908 Summer,1908,Summer,London,Figure Skating,Figure Skating Mixed Pairs,Silver,GBR1908Figure Skating Mixed PairsSilver,UK
USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Pole Vault,Bronze,USA1972Athletics Men's Pole VaultBronze,USA
USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,Silver,USA1984Swimming Women's 100 metres ButterflySilver,USA
USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,Bronze,USA1984Gymnastics Women's Balance BeamBronze,USA
USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,Silver,USA2000Athletics Men's Pole VaultSilver,USA
FRA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",Silver,"FRA1920Shooting Men's Military Rifle, Prone, 300 metresSilver",France
FRA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Silver,"FRA1920Shooting Men's Military Rifle, Prone, 300 metres, TeamSilver",France
GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,Bronze,GBR1948Athletics Men's 50 kilometres WalkBronze,UK
USA,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Middleweight,Bronze,USA1972Boxing Men's MiddleweightBronze,USA
USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,Gold,USA1996Athletics Men's 200 metresGold,USA
USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,Gold,USA1996Athletics Men's 400 metresGold,USA
USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,Gold,USA2000Athletics Men's 400 metresGold,USA
GBR,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Mixed Pairs,Bronze,GBR1920Figure Skating Mixed PairsBronze,UK
USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Decathlon,Silver,USA1956Athletics Men's DecathlonSilver,USA
USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,Gold,USA1960Athletics Men's DecathlonGold,USA
USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,Silver,USA2008Gymnastics Women's Individual All-AroundSilver,USA
USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver,USA2008Gymnastics Women's Team All-AroundSilver,USA
USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,Silver,USA2008Gymnastics Women's Floor ExerciseSilver,USA
USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,Gold,USA2008Gymnastics Women's Balance BeamGold,USA
USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Bronze,USA2016Tennis Men's DoublesBronze,USA
GBR,1920 Summer,1920,Summer,Antwerpen,Cycling,Cycling Men's Sprint,Silver,GBR1920Cycling Men's SprintSilver,UK
GBR,1908 Summer,1908,Summer,London,Cycling,Cycling Men's Sprint,Gold,GBR1908Cycling Men's SprintGold,UK
CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,Silver,CUB2004Boxing Men's Light-WelterweightSilver,Cuba
USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 400 metres Hurdles,Silver,USA2008Athletics Women's 400 metres HurdlesSilver,USA
POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,Silver,POL1952Gymnastics Men's Floor ExerciseSilver,Poland
FRA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",Silver,"FRA1980Fencing Men's Foil, IndividualSilver",France
GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Bronze,GER1932Athletics Men's 100 metresBronze,Germany
USA,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,Bronze,USA1968Boxing Men's MiddleweightBronze,USA
GBR,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Gold,"GBR1908Cycling Men's Team Pursuit, 1,980 yardsGold",UK
GBR,1908 Summer,1908,Summer,London,Cycling,"Cycling Men's 5,000 metres",Gold,"GBR1908Cycling Men's 5,000 metresGold",UK
GBR,1908 Summer,1908,Summer,London,Cycling,Cycling Men's 20 kilometres,Silver,GBR1908Cycling Men's 20 kilometresSilver,UK
AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 800 metres,Silver,AUS1960Athletics Women's 800 metresSilver,Australia
USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 50 metres Freestyle,Silver,USA2012Swimming Men's 50 metres FreestyleSilver,USA
GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,GBR1960Athletics Men's 4 x 100 metres RelayBronze,UK
USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Bronze,USA1984Athletics Men's 800 metresBronze,USA
USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,Bronze,USA1960Athletics Men's 110 metres HurdlesBronze,USA
USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA1964Athletics Men's 110 metres HurdlesGold,USA
GBR,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Featherweight,Gold,GBR2012Taekwondo Women's FeatherweightGold,UK
GBR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Gold,GBR2016Taekwondo Women's FeatherweightGold,UK
CAN,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Gold,CAN2014Curling Women's CurlingGold,Canada
GBR,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,Bronze,GBR2014Snowboarding Women's SlopestyleBronze,UK
AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,Silver,AUS2000Swimming Women's 100 metres BreaststrokeSilver,Australia
AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,AUS2004Swimming Women's 100 metres BreaststrokeBronze,Australia
AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Silver,AUS2004Swimming Women's 200 metres BreaststrokeSilver,Australia
AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,Gold,AUS2008Swimming Women's 100 metres BreaststrokeGold,Australia
AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,Silver,AUS2008Swimming Women's 200 metres BreaststrokeSilver,Australia
NZL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,"NZL2016Canoeing Women's Kayak Singles, SlalomSilver",New Zealand
USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Women's Singles,Bronze,USA1900Tennis Women's SinglesBronze,USA
USA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mixed Doubles,Bronze,USA1900Tennis Mixed DoublesBronze,USA
AUS,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Women's Olympic Distance,Silver,AUS2000Triathlon Women's Olympic DistanceSilver,Australia
USA,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Heavyweight,Bronze,USA1996Boxing Men's HeavyweightBronze,USA
USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's High Jump,Gold,USA1904Athletics Men's High JumpGold,USA
URU,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Double Sculls,Bronze,URU1948Rowing Men's Double ScullsBronze,Uruguay
USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,"USA1992Wrestling Men's Flyweight, FreestyleSilver",USA
USA,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze,"USA1964Canoeing Women's Kayak Singles, 500 metresBronze",USA
USA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,Silver,USA1988Boxing Men's Light-MiddleweightSilver,USA
THA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,Gold,THA2008Boxing Men's FlyweightGold,Thailand
AUT,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Double Sculls,Silver,AUT1992Rowing Men's Double ScullsSilver,Austria
FRA,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold,"FRA1952Equestrianism Men's Jumping, IndividualGold",France
FRA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,"FRA1964Equestrianism Mixed Jumping, IndividualGold",France
FRA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,"FRA1964Equestrianism Mixed Jumping, TeamSilver",France
FRA,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,"FRA1968Equestrianism Mixed Jumping, TeamSilver",France
SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,Bronze,SWE2014Cross Country Skiing Men's SprintBronze,Sweden
SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze,SWE2014Cross Country Skiing Men's Team SprintBronze,Sweden
SWE,1928 Winter,1928,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver,SWE1928Cross Country Skiing Men's 50 kilometresSilver,Sweden
SWE,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 5,000 metres",Bronze,"SWE1936Athletics Men's 5,000 metresBronze",Sweden
SWE,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze,"SWE1972Equestrianism Mixed Three-Day Event, IndividualBronze",Sweden
SWE,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,"SWE1948Shooting Men's Small-Bore Rifle, Prone, 50 metresBronze",Sweden
SWE,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver,SWE1998Cross Country Skiing Men's 50 kilometresSilver,Sweden
SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,"SWE1936Wrestling Men's Featherweight, FreestyleBronze",Sweden
SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,"SWE1948Wrestling Men's Lightweight, FreestyleSilver",Sweden
KOR,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Gold,KOR2008Archery Women's TeamGold,South Korea
HUN,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,"HUN1980Canoeing Men's Kayak Doubles, 1,000 metresSilver",Hungary
NOR,1964 Winter,1964,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Bronze,NOR1964Biathlon Men's 20 kilometresBronze,Norway
USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,Gold,USA2016Triathlon Women's Olympic DistanceGold,USA
USA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Bronze,USA1964Figure Skating Mixed PairsBronze,USA
USA,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver,USA1988Synchronized Swimming Women's DuetSilver,USA
USA,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,USA1992Synchronized Swimming Women's DuetGold,USA
GBR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Gold,GBR2012Boxing Men's Super-HeavyweightGold,UK
YUG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,Gold,YUG1984Boxing Men's Light-HeavyweightGold,Serbia
FRA,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Bronze,FRA2010Freestyle Skiing Women's Ski CrossBronze,France
FRA,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Extra-Lightweight,Silver,FRA2004Judo Women's Extra-LightweightSilver,France
FRA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,"FRA1932Equestrianism Men's Dressage, TeamGold",France
FRA,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Dressage, Individual",Silver,"FRA1948Equestrianism Men's Dressage, IndividualSilver",France
FRA,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,"FRA1952Equestrianism Mixed Dressage, IndividualBronze",France
CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,Silver,CAN1976Athletics Men's High JumpSilver,Canada
AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Lightweight Double Sculls,Bronze,AUS1996Rowing Women's Lightweight Double ScullsBronze,Australia
GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Silver,GBR2016Boxing Men's Super-HeavyweightSilver,UK
USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,Gold,USA1984Athletics Men's Triple JumpGold,USA
USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Silver,USA1984Athletics Women's HeptathlonSilver,USA
USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Gold,USA1988Athletics Women's Long JumpGold,USA
USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Gold,USA1988Athletics Women's HeptathlonGold,USA
USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Long Jump,Bronze,USA1992Athletics Women's Long JumpBronze,USA
USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Heptathlon,Gold,USA1992Athletics Women's HeptathlonGold,USA
USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,Bronze,USA1996Athletics Women's Long JumpBronze,USA
POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's High Jump,Silver,POL1960Athletics Women's High JumpSilver,Poland
DEN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,"DEN2016Canoeing Women's Kayak Singles, 500 metresSilver",Denmark
DEN,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Pairs,Bronze,DEN1968Rowing Men's Coxed PairsBronze,Denmark
DEN,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,Bronze,DEN1932Boxing Men's Light-HeavyweightBronze,Denmark
DEN,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Welterweight,Bronze,DEN1952Boxing Men's WelterweightBronze,Denmark
KOR,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver,KOR2014Speed Skating Men's Team Pursuit (8 laps)Silver,South Korea
KOR,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Team,Silver,KOR2012Table Tennis Men's TeamSilver,South Korea
CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,Gold,CUB1976Athletics Men's 400 metresGold,Cuba
CUB,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,Gold,CUB1976Athletics Men's 800 metresGold,Cuba
USA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,Silver,USA2000Boxing Men's FeatherweightSilver,USA
DEN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,Silver,DEN2016Badminton Women's DoublesSilver,Denmark
AUT,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,AUT2008Swimming Women's 100 metres BreaststrokeBronze,Austria
SUI,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold,SUI1984Alpine Skiing Men's Giant SlalomGold,Switzerland
ARM,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,"ARM2012Wrestling Men's Middleweight, Greco-RomanSilver",Armenia
URS,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,"URS1988Wrestling Men's Lightweight, Greco-RomanGold",Russia
BRA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,BRA2012Beach Volleyball Women's Beach VolleyballBronze,Brazil
USA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Individual Time Trial,Silver,USA2004Cycling Men's Individual Time TrialSilver,USA
MRI,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Bantamweight,Bronze,MRI2008Boxing Men's BantamweightBronze,Mauritius
SWE,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Bronze,SWE1908Swimming Men's 100 metres FreestyleBronze,Sweden
SWE,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Women's Singles,Gold,SWE1920Figure Skating Women's SinglesGold,Sweden
COL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,Bronze,COL1988Boxing Men's BantamweightBronze,Colombia
JPN,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,"JPN1996Cycling Men's 1,000 metres Time TrialBronze",Japan
KOR,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Featherweight,Gold,KOR2000Taekwondo Women's FeatherweightGold,South Korea
GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,GDR1980Biathlon Men's 4 x 7.5 kilometres RelaySilver,Germany
GER,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,"GER2012Equestrianism Mixed Three-Day Event, IndividualGold",Germany
GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,"GER2016Equestrianism Mixed Three-Day Event, IndividualGold",Germany
GDR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,Silver,GDR1972Athletics Men's High JumpSilver,Germany
GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,"GER2016Shooting Men's Small-Bore Rifle, Prone, 50 metresGold",Germany
URS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 10 kilometres Walk,Bronze,URS1952Athletics Men's 10 kilometres WalkBronze,Russia
URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 20 kilometres Walk,Bronze,URS1956Athletics Men's 20 kilometres WalkBronze,Russia
URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,URS1976Swimming Men's 100 metres BreaststrokeBronze,Russia
